interpro_id,keywords
IPR000554,"ribosomal,es7,small ribosomal,ribosomal subunit,subunit protein,protein es7,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000555,"jab1mpnmov34,metalloenzyme,jab1mpnmov34 metalloenzyme,metalloenzyme domain,protein binding,peptidase,peptidase activity,metallopeptidase,metallopeptidase activity,protein binding,metallopeptidase,metallopeptidase activity,a protein,peptidase,peptidase activity"
IPR000556,"glycoside,glycoside hydrolase,48f,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,cellulase,cellulase activity,cellulose,catabolic,cellulose catabolic,catabolic process,cellulose,cellulose metabolic,catabolic,carbohydrate catabolic,catabolic process,glucan,glucan metabolic,beta,glucan,catabolic,beta glucan,glucan catabolic,catabolic process,beta,glucan,beta glucan,glucan metabolic,cellulose,catabolic,cellulose catabolic,catabolic process,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,polysaccharide,polysaccharide metabolic,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds,cellulase,cellulase activity,glucan,catabolic,glucan catabolic,catabolic process,catabolic,macromolecule catabolic,catabolic process,polysaccharide,catabolic,polysaccharide catabolic,catabolic process,catabolic,substance catabolic,catabolic process,catabolic,catabolic process"
IPR000557,"calponin,repeat,calponin repeat"
IPR000558,"histone,h2b,histone h2b,structural,constituent,chromatin,structural constituent,constituent of,of chromatin,nucleosome,nucleosome,structural,constituent,chromatin,structural constituent,constituent of,of chromatin,structural,structural molecule,molecule activity,protein dna,dna complex,non,intracellular non,non membrane,chromosome,chromatin,non,non membrane"
IPR000559,"formate,tetrahydrofolate,ligase,formate tetrahydrofolate,tetrahydrofolate ligase,fthfs,formate,tetrahydrofolate,ligase,formate tetrahydrofolate,tetrahydrofolate ligase,ligase activity,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,formate,tetrahydrofolate,ligase,formate tetrahydrofolate,tetrahydrofolate ligase,ligase activity,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,ligase,ligase activity,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,molecule binding,derivative binding,phosphate binding"
IPR000560,"histidine,phosphatase,histidine phosphatase,phosphatase superfamily,clade,clade 2"
IPR000562,"fibronectin,ii,fibronectin type,type ii,ii domain"
IPR000565,"topoisomerase,dna topoisomerase,iia,type iia,subunit b,topoisomerase,ii,double,strand,cut,dna topoisomerase,topoisomerase type,type ii,ii double,double strand,strand cut,hydrolyzing,atp hydrolyzing,hydrolyzing activity,atp binding,topological,change,dna topological,topological change,nucleotide binding,organization,biogenesis,component organization,organization or,or biogenesis,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,topological,change,dna topological,topological change,topoisomerase,dna topoisomerase,topoisomerase activity,anion binding,atp dependent,dependent activity,on dna,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,dna metabolic,isomerase,isomerase activity,phosphate binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,organization,organelle organization,conformation,change,dna conformation,conformation change,heterocyclic,heterocyclic compound,atp dependent,dependent activity,atp binding,topoisomerase,ii,double,strand,cut,dna topoisomerase,topoisomerase type,type ii,ii double,double strand,strand cut,hydrolyzing,atp hydrolyzing,hydrolyzing activity,on dna,molecule binding,derivative binding,chromosome,organization,chromosome organization,a nucleic,organization,component organization"
IPR000566,"lipocalincytosolic,fatty,lipocalincytosolic fatty,fatty acid"
IPR000568,"synthase,atp synthase,f0,f0 complex,subunit a,proton,proton transmembrane,transmembrane transporter,transporter activity,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,coupling,fo,coupling factor,factor fo,transmembrane transporter,transporter activity,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,membrane protein,protein complex,atpase,atpase complex,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide biosynthetic,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,proton transporting,transporting domain,purine,purine containing,atp metabolic,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,containing small,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate metabolic,triphosphate,nucleoside triphosphate,triphosphate metabolic,phosphorus metabolic,phosphate metabolic,derivative metabolic,derivative biosynthetic,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,ribonucleotide,ribonucleotide biosynthetic,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate metabolic,triphosphate,nucleoside triphosphate,triphosphate biosynthetic,phosphate containing,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate biosynthetic,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,coupling,fo,coupling factor,factor fo,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate metabolic,ribose,ribose phosphate,phosphate biosynthetic,catalytic complex,purine,purine nucleotide,nucleotide biosynthetic,transporter activity,proton,proton transmembrane,transmembrane transporter,transporter activity,purine,purine containing,phosphate biosynthetic,nucleotide biosynthetic,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate biosynthetic,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate biosynthetic,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,atp biosynthetic"
IPR000569,"hect,hect domain,ubiquitin,ubiquitin protein,protein transferase,ubiquitin,ubiquitin like,like protein,protein transferase,a protein,ubiquitin,ubiquitin protein,protein transferase,acyltransferase,acyltransferase activity,aminoacyltransferase,aminoacyltransferase activity"
IPR000571,"zinc,finger,zinc finger,ccch,ccch type,cation binding"
IPR000572,"molybdopterin,molybdopterin binding"
IPR000573,"aconitase,aisopropylmalate,dehydratase,aconitase aisopropylmalate,aisopropylmalate dehydratase,dehydratase small,small subunit,swivel,swivel domain"
IPR000576,"lacyrafb,permease,lacyrafb permease,permease family,carbohydrateproton,symporter,carbohydrateproton symporter,symporter activity,carbohydrate transport,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,carbohydrateproton,symporter,carbohydrateproton symporter,symporter activity,active,active transmembrane,transmembrane transporter,transporter activity,carbohydratemonoatomic,symporter,carbohydratemonoatomic cation,cation symporter,symporter activity,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,symporter,symporter activity,soluteproton,symporter,soluteproton symporter,symporter activity,secondary,active,secondary active,active transmembrane,transmembrane transporter,transporter activity,transporter activity,proton,proton transmembrane,transmembrane transporter,transporter activity,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,solutemonoatomic,symporter,solutemonoatomic cation,cation symporter,symporter activity,substance transport,carbohydrate transmembrane,transmembrane transporter,transporter activity,carbohydrate transport,active,monoatomic,active monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity"
IPR000577,"kinase,carbohydrate kinase,fggy,kinase,kinase activity,carbohydrate metabolic,transferring phosphorus,containing groups,kinase,kinase activity,carbohydrate metabolic"
IPR000579,"transporting,atpase,ab,cation transporting,transporting p,p type,type atpase,atpase ab,atpase,coupled,monoatomic,atpase coupled,coupled monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transport,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transport,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,active,active transmembrane,transmembrane transporter,transporter activity,atp dependent,dependent activity,active,primary active,active transmembrane,transmembrane transporter,transporter activity,atpase,coupled,monoatomic,atpase coupled,coupled monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,transporter activity,monoatomic,monoatomic ion,ion transport,active,monoatomic,active monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity"
IPR000580,"tsc22bun,by,polymerase,ii,of transcription,transcription by,by rna,rna polymerase,polymerase ii,by,polymerase,ii,transcription by,by rna,rna polymerase,polymerase ii,of rna,of biosynthetic,of macromolecule,by,polymerase,ii,of transcription,transcription by,by rna,rna polymerase,polymerase ii,rna biosynthetic,of metabolic,of nucleobase,of nitrogen,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary"
IPR000581,"dihydroxy,acid6,phosphogluconate,dehydratase,dihydroxy acid6,acid6 phosphogluconate,phosphogluconate dehydratase,hydro,lyase,hydro lyase,lyase activity,hydro,lyase,hydro lyase,lyase activity,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,lyase,lyase activity"
IPR000582,"acyl,coa,acyl coa,coa binding,binding protein,acbp,fatty,acyl,coa,fatty acyl,acyl coa,coa binding,nucleotide binding,adenyl,adenyl nucleotide,nucleotide binding,lipid,lipid binding,amide,amide binding,fatty,fatty acid,acid derivative,derivative binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,fatty,acyl,coa,fatty acyl,acyl coa,coa binding,ribonucleotide,ribonucleotide binding,derivative binding,sulfur,sulfur compound,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,acyl,coa,acyl coa,coa binding"
IPR000585,"hemopexin,hemopexin like"
IPR000586,"somatostatin,somatostatin receptor,receptor family,somatostatin,somatostatin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,neuropeptide,neuropeptide receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,somatostatin,somatostatin receptor,receptor activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000587,creatinase
IPR000589,"ribosomal,us15,small ribosomal,ribosomal subunit,subunit protein,protein us15,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000590,"hydroxymethylglutaryl,coenzyme,synthase,hydroxymethylglutaryl coenzyme,coenzyme a,a synthase,active,site,active site,hydroxymethylglutaryl,coa,synthase,hydroxymethylglutaryl coa,coa synthase,synthase activity,isoprenoid,isoprenoid biosynthetic,hydroxymethylglutaryl,coa,synthase,hydroxymethylglutaryl coa,coa synthase,synthase activity,isoprenoid,isoprenoid biosynthetic,acyltransferase,acyltransferase activity,acyltransferase,acyltransferase activity,acyl,converted,into,alkyl,transfer,acyl groups,groups converted,converted into,into alkyl,alkyl on,on transfer,lipid,cellular lipid,lipid metabolic,lipid,lipid metabolic,lipid,lipid biosynthetic,isoprenoid,isoprenoid metabolic"
IPR000591,"dep,dep domain,signal,transduction,intracellular signal,signal transduction,communication,cell communication,signal,transduction,signal transduction,signal,transduction,intracellular signal,signal transduction"
IPR000592,"ribosomal,es27,small ribosomal,ribosomal subunit,subunit protein,protein es27,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000593,"rasgap,rasgap protein,protein binding,protein binding"
IPR000594,"thif,nadfad,fold,thif type,type nadfad,nadfad binding,binding fold"
IPR000595,"cyclic nucleotide,nucleotide binding"
IPR000596,"cholecystokinin,cholecystokinin receptor,receptor type,type a,cholecystokinin,cholecystokinin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,cholecystokinin,cholecystokinin receptor,receptor activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000597,"large,ribosomal,ul3,large ribosomal,ribosomal subunit,subunit protein,protein ul3,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000599,"coupled,12,g protein,protein coupled,coupled receptor,receptor 12"
IPR000601,"pkd,pkd domain"
IPR000602,"glycoside,38,glycoside hydrolase,hydrolase family,family 38,alpha,mannosidase,alpha mannosidase,mannosidase activity,mannose,mannose metabolic,mannose,mannose metabolic,hexose,hexose metabolic,mannosidase,mannosidase activity,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,alpha,mannosidase,alpha mannosidase,mannosidase activity,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds,monosaccharide,monosaccharide metabolic"
IPR000604,"major,outer,major outer,outer membrane,membrane protein,chlamydia,structural,structural molecule,molecule activity,porin,porin activity,outer,cell outer,outer membrane,transmembrane transporter,transporter activity,porin,porin activity,outer,cell outer,outer membrane,outer,outer membrane,transporter activity,wide,pore,channel,wide pore,pore channel,channel activity,envelope,external,encapsulating,external encapsulating,encapsulating structure,periphery,cell periphery,structural,structural molecule,molecule activity,channel,channel activity,envelope,cell envelope,passive,passive transmembrane,transmembrane transporter,transporter activity"
IPR000608,"ubiquitin,conjugating,enzyme,e2,ubiquitin conjugating,conjugating enzyme,enzyme e2"
IPR000609,"7tm,gpcr,7tm gpcr,serpentine,class,srg,serpentine receptor,receptor class,class g,g srg,transmembrane signaling,signaling receptor,receptor activity,sensory,perception,chemical,sensory perception,perception of,of chemical,chemical stimulus,sensory,perception,sensory perception,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,nervous,nervous system,system process,sensory,perception,chemical,sensory perception,perception of,of chemical,chemical stimulus,transmembrane signaling,signaling receptor,receptor activity,multicellular,organismal,multicellular organismal,organismal process"
IPR000610,"hydroxytryptamine,1a,5 hydroxytryptamine,hydroxytryptamine 1a,1a receptor,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,vasoconstriction,of vasoconstriction,hormone,secretion,of hormone,hormone secretion,behavior,of behavior,plasma,plasma membrane,of signaling,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,periphery,cell periphery,communication,cell communication,signal,transduction,signal transduction,tube,size,of tube,tube size,secretion,of secretion,signal,release,signal release,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,plasma,plasma membrane,vasoconstriction,of vasoconstriction,hormone,secretion,hormone secretion,of system,system process,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,secretion,hormone,levels,of hormone,hormone levels,blood,circulation,of blood,blood circulation,multicellular,organismal,multicellular organismal,organismal process,behavior,of behavior,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,behavior,multicellular,organismal,of multicellular,multicellular organismal,organismal process,of transport,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,secretion,by,of secretion,secretion by,by cell,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,hormone,hormone transport,blood,circulation,blood circulation,circulatory,circulatory system,system process,export,from,export from,from cell,secretion,by,secretion by,by cell,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,communication,of cell,cell communication,cell cell,cell signaling,hormone,secretion,of hormone,hormone secretion,vasoconstriction"
IPR000611,"neuropeptide,neuropeptide y,y receptor,receptor family,neuropeptide,neuropeptide y,y receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,neuropeptide,neuropeptide receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,neuropeptide,neuropeptide y,y receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000612,"proteolipid,potential,modulator,proteolipid membrane,membrane potential,potential modulator"
IPR000614,"free,met,sulfoxide,reductase,conserved,site,free met,met sulfoxide,sulfoxide reductase,reductase conserved,conserved site"
IPR000615,bestrophin
IPR000617,"napin,2s,seed,storage,proteinconglutin,napin 2s,2s seed,seed storage,storage proteinconglutin,nutrient,reservoir,nutrient reservoir,reservoir activity,nutrient,reservoir,nutrient reservoir,reservoir activity"
IPR000618,"insect,cuticle,insect cuticle,cuticle protein"
IPR000621,"melanocortin,melanocortin 5,5 receptor,melanocortin,melanocortin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,melanocortin,melanocortin receptor,receptor activity,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000622,"kcl,co,kcl co,co transporter,transporter 1,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transport,transmembrane transporter,transporter activity,transporter activity,monoatomic,monoatomic ion,ion transport"
IPR000623,"shikimate,kinasethreonine,synthase,shikimate kinasethreonine,kinasethreonine synthase,synthase like,like 1"
IPR000626,"ubiquitin,ubiquitin like,protein binding,protein binding"
IPR000627,"intradiol,ring,cleavage,dioxygenase,intradiol ring,ring cleavage,cleavage dioxygenase,ferric,iron,ferric iron,iron binding,ferric,iron,ferric iron,iron binding,cation binding,transition,transition metal,sulfur,sulfur compound,iron,iron ion"
IPR000628,"vasopressin,v1b,vasopressin v1b,v1b receptor,vasopressin,vasopressin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,vasopressin,vasopressin receptor,receptor activity,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000629,"helicase,dead,box,atp dependent,dependent rna,rna helicase,helicase dead,dead box,conserved,site,conserved site"
IPR000630,"ribosomal,us8,small ribosomal,ribosomal subunit,subunit protein,protein us8,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000631,"atpadp,nadph,hydrate,dehydratase,atpadp dependent,dependent s,s nadph,nadph hydrate,hydrate dehydratase,hydro,lyase,hydro lyase,lyase activity,hydro,lyase,hydro lyase,lyase activity,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,lyase,lyase activity"
IPR000633,"vinculin,conserved,site,conserved site,structural,structural molecule,molecule activity,adhesion,cell adhesion,actin,cytoskeleton,actin cytoskeleton,actin,cytoskeleton,actin cytoskeleton,non,intracellular non,non membrane,adhesion,cell adhesion,cytoskeleton,structural,structural molecule,molecule activity,non,non membrane"
IPR000634,"serinethreonine,dehydratase,serinethreonine dehydratase,pyridoxal,site,pyridoxal phosphate,phosphate binding,binding site,pyridoxal,pyridoxal phosphate,phosphate binding,amino,amino acid,vitamin,b6,vitamin b6,b6 binding,heterocyclic,heterocyclic compound,anion binding,organic acid,vitamin,vitamin binding,oxoacid,oxoacid metabolic,amino,amino acid,molecule binding,carboxylic,carboxylic acid,pyridoxal,pyridoxal phosphate,phosphate binding"
IPR000638,"gas,vesicle,gvpa,gas vesicle,vesicle protein,protein gvpa,gvpa like,structural,structural molecule,molecule activity,vesicle,vesicle membrane,organelle membrane,vesicle,structural,structural molecule,molecule activity,vesicle,vesicle membrane"
IPR000640,"elongation,efg,elongation factor,factor efg,domain v,v like"
IPR000641,"cbxxcfxq,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding"
IPR000642,"peptidase,m41,peptidase m41,peptidase,atp dependent,dependent peptidase,peptidase activity,metalloendopeptidase,metalloendopeptidase activity,atp binding,proteolysis,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,metallopeptidase,metallopeptidase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,peptidase,peptidase activity,ribonucleotide,ribonucleotide binding,anion binding,atp dependent,dependent activity,atp binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,metalloendopeptidase,metalloendopeptidase activity,molecule binding,derivative binding,endopeptidase,endopeptidase activity,peptidase,atp dependent,dependent peptidase,peptidase activity,phosphate binding,a protein,proteolysis"
IPR000643,"iodothyronine,deiodinase,iodothyronine deiodinase,thyroxine,deiodinase,thyroxine 5,5 deiodinase,deiodinase activity,thyroxine,deiodinase,thyroxine 5,5 deiodinase,deiodinase activity"
IPR000644,"cbs,cbs domain"
IPR000648,"oxysterol,oxysterol binding,binding protein,lipid,lipid binding,lipid,lipid binding"
IPR000649,"initiation,2b,related,initiation factor,factor 2b,2b related"
IPR000651,"ras,guanine,exchange,ras like,like guanine,guanine nucleotide,nucleotide exchange,exchange factor"
IPR000652,"triosephosphate,isomerase,triosephosphate isomerase,triose,isomerase,triose phosphate,phosphate isomerase,isomerase activity,intramolecular,intramolecular oxidoreductase,intramolecular,intramolecular oxidoreductase,interconverting,aldoses,and,ketoses,interconverting aldoses,aldoses and,and ketoses,isomerase,isomerase activity,triose,isomerase,triose phosphate,phosphate isomerase,isomerase activity"
IPR000653,"degtdnrjeryc1strs,aminotransferase,degtdnrjeryc1strs aminotransferase"
IPR000655,"regulatory,cro,regulatory protein,protein cro,cro like,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,of macromolecule,of nucleobase,of nitrogen"
IPR000659,"pyridoxamine,oxidase,pyridoxamine 5,5 phosphate,phosphate oxidase,pyridoxamine,oxidase,pyridoxamine phosphate,phosphate oxidase,oxidase activity,fmn,fmn binding,pyridoxine,pyridoxine biosynthetic,pyridoxamine,oxidase,pyridoxamine phosphate,phosphate oxidase,oxidase activity,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,hydroxy,organic hydroxy,hydroxy compound,vitamin,b6,vitamin b6,b6 biosynthetic,water,soluble,vitamin,water soluble,soluble vitamin,vitamin metabolic,molecule biosynthetic,pyridoxine,pyridoxine biosynthetic,pyridine,pyridine containing,phosphate binding,vitamin,vitamin biosynthetic,vitamin,vitamin metabolic,the,ch,nh2,donors,on the,the ch,ch nh2,nh2 group,group of,of donors,water,soluble,vitamin,water soluble,soluble vitamin,vitamin biosynthetic,fmn,fmn binding,heterocyclic,heterocyclic compound,vitamin,b6,vitamin b6,b6 metabolic,the,ch,nh2,donors,on the,the ch,ch nh2,nh2 group,group of,of donors,oxygen,acceptor,oxygen as,as acceptor,molecule binding,derivative binding,hydroxy,organic hydroxy,hydroxy compound,pyridoxine,pyridoxine metabolic,pyridine,pyridine containing"
IPR000663,"natriuretic,peptide,natriuretic peptide,hormone,hormone activity,extracellular,region,extracellular region,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,extracellular,region,extracellular region,protein binding,function,function regulator,regulator activity,hormone,hormone activity,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity"
IPR000664,"lethal2,giant,larvae,lethal2 giant,giant larvae,larvae protein"
IPR000668,"peptidase,c1a,peptidase c1a,papain,papain c,cysteine,peptidase,cysteine type,type peptidase,peptidase activity,proteolysis,cysteine,peptidase,cysteine type,type peptidase,peptidase activity,peptidase,peptidase activity,a protein,proteolysis"
IPR000669,"mannitol,dehydrogenase,mannitol dehydrogenase"
